seed=1
rau theta phi
1 1.511203 0.045558
1 0.170509 5.426831
1 2.385342 2.034821
1 1.210773 6.148917
1 2.848175 5.296527
1 2.326687 4.839485
1 2.141775 1.394278
1 0.981005 3.638904
1 1.729764 4.814563
1 2.132375 3.500979
1 1.685444 5.213283
1 2.290869 0.630906
1 0.644872 3.900786
1 1.814871 1.755303
1 1.113783 1.826380
1 1.138843 2.605351
1 1.399265 0.608243
1 0.632774 6.272635
1 3.059617 4.901220
1 2.165311 2.245153
1 1.281429 3.759133
1 1.768654 2.321742
1 1.306773 2.941577
1 1.507086 2.990665
1 1.522736 4.907139
1 2.167587 1.190177
1 0.900581 3.933662
1 1.825670 1.389059
1 0.979005 3.877271
1 1.807165 2.372425
1 1.323448 0.259650
1 0.409423 3.413789
1 1.657548 3.785713
1 1.777291 2.943555
1 1.507717 4.813326
1 2.131910 1.568740
1 1.046442 1.573682
1 1.048258 2.942937
1 1.507520 0.707655
1 0.684482 5.773372
1 2.563894 1.835103
1 1.141899 4.701470
1 2.090386 0.265244
1 0.413873 3.181561
1 1.583519 2.583779
1 1.392292 2.474651
1 1.356874 3.060137
1 1.544865 3.843425
1 1.796098 5.308162
1 2.331789 5.617218
1 2.478376 3.727119
1 1.758271 4.616693
1 2.059565 1.712121
1 1.098407 4.917617
1 2.171625 1.373268
1 0.972936 2.371649
1 1.323193 6.063499
1 2.765404 2.245320
1 1.281485 0.277519
1 0.423484 2.138688
1 1.245875 5.118174
1 2.251275 4.343535
1 1.963394 3.745063
1 1.764088 4.600461
1 2.053722 5.352877
1 2.351632 3.152431
1 1.574246 3.090825
1 1.554636 4.406088
1 1.985044 5.791107
1 2.574315 4.604763
1 2.055269 2.263289
1 1.287447 0.695940
1 0.678563 3.658928
1 1.736223 2.067718
1 1.221938 6.114600
1 2.812506 0.310690
1 0.448486 0.434053
1 0.531916 0.344423
1 0.472646 1.903821
1 1.165822 3.538883
1 1.697597 1.379233
1 0.975231 2.100712
1 1.233091 1.453346
1 1.003462 3.645313
1 1.731831 5.722675
1 2.534981 4.290286
1 1.945117 1.006433
1 0.823521 0.782601
1 0.721387 2.460144
1 1.352146 4.281906
1 1.942253 4.677502
1 2.081619 5.849256
1 2.609754 1.732217
1 1.105578 3.379039
1 1.646450 4.081089
1 1.874494 3.616346
1 1.722496 2.677247
1 1.422447 2.608348
1 1.400233 0.716114
1 0.688730 3.431884
1 1.663331 0.027635
1 0.132736 5.785663
1 2.571097 1.056691
1 0.845116 3.530197
1 1.694811 6.189439
1 2.896684 1.481449
1 1.014034 4.736955
1 2.103448 6.053683
1 2.756989 0.632709
1 0.645827 2.795252
1 1.460328 0.423311
1 0.525136 2.020630
1 1.205942 0.110395
1 0.265886 1.870315
1 1.154189 5.890025
1 2.635929 2.065749
1 1.221271 4.442019
1 1.997573 0.214255
1 0.371455 0.725635
1 0.693485 0.079785
1 0.225851 2.620464
1 1.404146 3.298003
1 1.620604 5.561863
1 2.450258 3.283072
1 1.615846 5.937888
1 2.668336 2.255926
1 1.285005 2.616273
1 1.402793 1.971661
1 1.189202 0.182539
1 0.342566 1.742925
1 1.109388 1.131080
1 0.876342 3.424935
1 1.661110 2.626617
1 1.406131 6.176990
1 2.880843 5.881229
1 2.630179 5.025615
1 2.213926 0.656708
1 0.658415 4.018970
1 1.853838 2.586337
1 1.393120 1.489086
1 1.016895 1.148909
1 0.883706 1.490798
1 1.017536 4.779431
1 2.119217 3.665510
1 1.738347 5.886962
1 2.633920 0.853565
1 0.754956 1.350764
1 0.964244 1.137473
1 0.878988 4.058851
1 1.867085 0.558918
1 0.605722 0.366190
1 0.487646 3.311452
1 1.624891 5.406369
1 2.375898 3.708441
1 1.752223 4.854572
1 2.147494 3.633256
1 1.727944 4.141390
1 1.894674 5.496132
1 2.418063 4.392926
1 1.980472 4.481241
1 2.011331 5.959141
1 2.683400 1.309827
1 0.948295 4.269918
1 1.938161 4.253244
1 1.932480 0.474202
1 0.556599 2.841847
1 1.475239 4.432170
1 1.994131 4.314897
1 1.953548 6.240669
1 2.976888 1.721612
1 1.101797 1.062118
1 0.847423 0.495660
1 0.569397 5.339784
1 2.345782 3.020049
1 1.532098 2.386436
1 1.328045 3.260612
1 1.608691 5.453230
1 2.397669 5.899653
1 2.642293 0.529763
1 0.589226 0.460072
1 0.548026 4.108800
1 1.883752 4.393083
1 1.980526 0.835532
1 0.746541 6.143031
1 2.841766 0.627825
1 0.643239 2.383867
1 1.327203 4.069641
1 1.870678 5.978013
1 2.697174 4.337186
1 1.961208 3.860960
1 1.801828 4.709023
1 2.093158 1.550107
1 1.039576 2.563095
1 1.385598 0.415678
1 0.520269 5.687699
1 2.515718 0.785406
1 0.722738 5.626286
1 2.483079 5.338713
1 2.345305 3.871432
1 1.805254 4.776012
1 2.117942 2.748185
1 1.445241 1.053840
1 0.843902 5.865119
1 2.619797 4.450778
1 2.000638 2.899190
1 1.493561 0.592967
1 0.624505 0.872522
1 0.763721 5.811364
1 2.586430 5.757409
1 2.554654 3.714910
1 1.754317 0.483397
1 0.562115 0.300448
1 0.440908 4.223772
1 1.922469 1.516276
1 1.027040 5.736689
1 2.542850 1.050058
1 0.842290 5.139878
1 2.260196 4.699471
1 2.089653 4.364237
1 1.970537 6.106410
1 2.804531 0.878740
1 0.766578 3.491955
1 1.682553 4.340143
1 1.962226 3.279750
1 1.614787 0.366431
1 0.487810 1.091214
1 0.859712 5.699604
1 2.522216 6.086851
1 2.786186 5.167788
1 2.271765 2.549135
1 1.381075 4.548867
1 2.035267 5.290832
1 2.324199 3.384486
1 1.648189 1.383250
1 0.976775 0.499941
1 0.571919 1.888813
1 1.160619 2.629437
1 1.407041 3.309458
1 1.624255 3.310986
1 1.624742 3.851381
1 1.798697 0.782104
1 0.721147 0.391429
1 0.504525 0.254298
1 0.405121 1.415698
1 0.989187 5.499244
1 2.419560 0.141713
1 0.301503 0.450294
1 0.542022 3.127885
1 1.566433 5.242168
1 2.303167 2.299250
1 1.299349 1.911967
1 1.168642 2.225052
1 1.274747 5.219671
1 2.293577 1.181765
1 0.897160 0.781758
1 0.720981 0.861792
1 0.758770 1.392429
1 0.980297 3.967136
1 1.836697 4.777970
1 2.118672 4.228297
1 1.924003 2.162477
1 1.253855 2.813767
1 1.466256 3.731367
1 1.759648 0.605674
1 0.631389 0.794544
1 0.727125 2.139752
1 1.246232 4.148329
1 1.897005 2.742300
1 1.443353 2.666454
1 1.418972 3.419329
1 1.659318 2.646215
1 1.412452 2.544667
1 1.379627 4.858422
1 2.148956 5.502248
1 2.421008 0.357867
1 0.481962 1.669796
1 1.083218 3.550519
1 1.701332 2.170194
1 1.256439 0.561006
1 0.606889 4.051140
1 1.864519 2.910913
1 1.497303 2.831479
1 1.471923 6.105270
1 2.803436 0.579488
1 0.617129 0.523829
1 0.585818 1.258307
1 0.927960 5.449826
1 2.396070 5.229086
1 2.297580 2.335586
1 1.311335 3.131182
1 1.567483 4.107195
1 1.883215 2.548235
1 1.380784 2.001594
1 1.199447 0.612546
1 0.635086 3.202521
1 1.590192 3.003707
1 1.526892 4.193719
1 1.912298 5.350594
1 2.350610 2.493345
1 1.362960 3.094980
1 1.555958 5.117749
1 2.251101 3.490168
1 1.681980 5.726906
1 2.537347 6.274338
1 3.066526 2.100099
1 1.232885 3.712490
1 1.753534 3.783017
1 1.776414 1.616245
1 1.063823 2.022673
1 1.206638 3.037172
1 1.537552 1.158019
1 0.887451 3.799834
1 1.781885 1.523719
1 1.029806 5.160394
1 2.268689 3.936317
1 1.826544 2.027827
1 1.208393 1.690953
1 1.090826 0.993709
1 0.817986 0.555008
1 0.603533 3.770437
1 1.772325 3.808285
1 1.784637 5.323891
1 2.338726 6.081372
1 2.781207 1.048800
1 0.841753 2.850189
1 1.477906 0.128814
1 0.287354 3.565544
1 1.706157 3.366868
1 1.642565 0.592520
1 0.624262 5.923943
1 2.658688 0.358441
1 0.482356 5.025113
1 2.213726 4.780156
1 2.119488 3.280949
1 1.615169 1.677891
1 1.086133 1.381642
1 0.976157 4.885563
1 2.159307 3.001412
1 1.526161 3.326183
1 1.629587 1.655939
1 1.078219 3.136138
1 1.569060 5.708062
1 2.526868 3.724611
1 1.757459 0.162514
1 0.323055 4.478755
1 2.010457 1.882327
1 1.158367 0.438410
1 0.534645 4.471992
1 2.008079 1.314757
1 0.950225 5.438295
1 2.390675 6.215981
1 2.934380 1.470042
1 1.009751 1.506143
1 1.023266 5.073253
1 2.233013 3.345255
1 1.635670 1.760061
1 1.115470 0.103639
1 0.257575 1.419091
1 0.990479 5.979014
1 2.697916 2.315548
1 1.304730 5.641646
1 2.491110 5.878310
1 2.628283 6.226966
1 2.952127 3.887467
1 1.810504 4.092818
1 1.878409 5.964320
1 2.687141 0.389754
1 0.503421 3.517954
1 1.690884 1.484194
1 1.015063 0.597476
1 0.626955 1.243936
1 0.922232 2.680091
1 1.423362 0.128951
1 0.287507 5.860126
1 2.616617 2.212461
1 1.270554 0.941515
1 0.794970 2.986276
1 1.521337 0.263138
1 0.412203 5.487257
1 2.413805 6.010918
1 2.722196 4.445968
1 1.998954 3.744363
1 1.763861 5.402317
1 2.374038 4.721823
1 2.097866 3.043845
1 1.539677 0.215882
1 0.372879 2.936587
1 1.505494 0.791344
1 0.725591 4.893896
1 2.162499 4.808836
1 2.130223 1.499356
1 1.020734 4.108648
1 1.883701 1.835122
1 1.141905 5.028530
1 2.215086 5.655142
1 2.498238 0.234734
1 0.389018 5.612446
1 2.475913 5.207184
1 2.288290 4.929687
1 2.176290 3.175790
1 1.581682 6.120150
1 2.818016 5.619701
1 2.479661 1.480572
1 1.013705 2.557803
1 1.383884 5.722619
1 2.534949 3.350069
1 1.637205 0.990666
1 0.816658 5.974017
1 2.694225 0.006420
1 0.063939 1.080125
1 0.855044 1.538155
1 1.035158 2.751256
1 1.446226 2.402090
1 1.333175 2.453654
1 1.350030 2.019134
1 1.205432 0.099512
1 0.252365 1.162787
1 0.889406 2.247582
1 1.282236 0.598284
1 0.627394 2.260308
1 1.286459 0.858922
1 0.757441 3.421780
1 1.660101 6.150342
1 2.849747 4.113010
1 1.885160 6.041273
1 2.746593 5.679675
1 2.511371 4.144700
1 1.895786 4.587116
1 2.048932 0.973389
1 0.809085 4.611428
1 2.057668 1.188430
1 0.899871 5.987134
1 2.703975 0.546705
1 0.598861 2.450234
1 1.348914 1.088630
1 0.858626 6.248597
1 2.993067 3.018760
1 1.531688 5.861338
1 2.617387 3.732126
1 1.759894 0.798372
1 0.728956 3.635804
1 1.728765 2.987501
1 1.521728 1.989926
1 1.195459 5.577619
1 2.458163 4.207598
1 1.916990 6.129556
1 2.827569 0.345075
1 0.473102 0.294912
1 0.436761 5.438016
1 2.390545 1.522076
1 1.029196 2.676228
1 1.422119 4.330907
1 1.959048 5.138016
1 2.259428 4.828841
1 2.137754 4.712078
1 2.094281 2.637044
1 1.409495 5.486298
1 2.413347 2.465943
1 1.354037 1.211660
1 0.909277 0.569201
1 0.611448 3.551147
1 1.701534 0.156481
1 0.316949 3.596943
1 1.716251 3.295409
1 1.619777 5.950154
1 2.676975 1.060122
1 0.846574 4.632173
1 2.065154 4.264332
1 1.936257 4.625374
1 2.062697 3.089899
1 1.554341 1.407836
1 0.986189 5.303360
1 2.329680 0.298453
1 0.439418 2.122193
1 1.240329 4.337352
1 1.961265 0.368184
1 0.488999 5.411409
1 2.378215 0.444316
1 0.538323 3.202321
1 1.590128 5.925322
1 2.659633 4.676284
1 2.081175 4.220719
1 1.921434 0.463762
1 0.550276 3.293846
1 1.619279 4.803732
1 2.128307 3.678888
1 1.742668 4.520251
1 2.025104 1.861638
1 1.151167 4.573371
1 2.044010 2.443178
1 1.346611 1.877989
1 1.156859 2.929052
1 1.503091 6.110038
1 2.808041 5.315633
1 2.335078 5.523473
1 2.431308 5.233057
1 2.299273 6.248615
1 2.993105 3.313856
1 1.625657 1.829209
1 1.139835 6.167102
1 2.868901 3.056810
1 1.543806 4.491522
1 2.014952 2.824623
1 1.469730 3.967508
1 1.836820 4.742998
1 2.105683 0.800424
1 0.729936 0.424855
1 0.526115 2.833009
1 1.472412 0.405803
1 0.513910 3.069519
1 1.547853 4.457801
1 2.003098 1.565813
1 1.045365 2.639852
1 1.410400 2.420249
1 1.339119 6.065469
1 2.767115 3.941258
1 1.828170 3.392706
1 1.650813 1.297504
1 0.943458 4.495706
1 2.016428 4.031766
1 1.858083 4.021213
1 1.854582 2.593024
1 1.395282 0.782250
1 0.721218 2.851188
1 1.478226 4.349054
1 1.965297 2.256524
1 1.285204 0.084703
1 0.232739 3.597356
1 1.716384 3.952914
1 1.832008 4.502317
1 2.018761 2.050326
1 1.216041 2.836565
1 1.473550 3.629462
1 1.726721 3.214140
1 1.593891 3.500260
1 1.685213 5.690440
1 2.517209 2.864889
1 1.482605 2.146367
1 1.248453 2.230422
1 1.276533 1.223526
1 0.914055 5.223903
1 2.295375 3.186962
1 1.585238 5.401855
1 2.373826 3.228007
1 1.598306 4.094817
1 1.879077 1.866409
1 1.152829 3.081013
1 1.551512 2.856225
1 1.479836 1.034280
1 0.835538 3.846887
1 1.797229 0.658431
1 0.659310 1.558432
1 1.042647 4.246697
1 1.930253 3.539056
1 1.697653 4.281268
1 1.942035 0.231887
1 0.386622 1.755500
1 1.113853 5.137792
1 2.259336 1.063793
1 0.848134 3.513566
1 1.689478 3.130312
1 1.567206 2.047192
1 1.214977 0.433128
1 0.531336 3.661466
1 1.737042 0.751159
1 0.706099 1.810410
1 1.133238 4.370532
1 1.972714 5.094994
1 2.241819 4.322314
1 1.956094 5.230557
1 2.298207 1.928928
1 1.174501 4.546454
1 2.034408 2.441661
1 1.346116 1.513295
1 1.025931 5.901047
1 2.643220 5.104691
1 2.245766 3.925457
1 1.822972 1.706417
1 1.096367 3.293163
1 1.619061 5.891047
1 2.636601 0.389168
1 0.503034 6.226848
1 2.951927 1.902193
1 1.165258 1.305704
1 0.946679 4.091506
1 1.877971 2.757723
1 1.448301 4.278793
1 1.941190 2.613468
1 1.401887 5.088409
1 2.239145 0.450060
1 0.541878 5.479272
1 2.409993 3.763177
1 1.769967 1.173672
1 0.893859 2.980435
1 1.519476 2.619419
1 1.403808 4.586942
1 2.048869 4.327542
1 1.957891 5.134108
1 2.257818 1.971245
1 1.189059 5.758062
1 2.555030 2.131769
1 1.243550 1.916324
1 1.170148 0.048636
1 0.176189 0.606325
1 0.631741 5.462182
1 2.401886 5.561920
1 2.450287 4.248958
1 1.931022 3.834496
1 1.793183 6.024195
1 2.732698 1.396652
1 0.981914 5.830022
1 2.597802 5.186077
1 2.279407 2.059294
1 1.219083 2.769538
1 1.452089 1.791329
1 1.126522 4.121149
1 1.887886 4.592409
1 2.050830 1.962910
1 1.186198 3.902988
1 1.815594 1.067597
1 0.849747 4.606043
1 2.055729 4.918639
1 2.172020 5.989117
1 2.705467 2.454389
1 1.350270 1.806290
1 1.131790 4.246802
1 1.930289 5.296062
1 2.326483 3.308445
1 1.623932 5.121223
1 2.252525 5.331975
1 2.342309 3.713977
1 1.754015 3.650754
1 1.733585 2.911243
1 1.497408 2.101967
1 1.233515 3.684468
1 1.744471 4.059607
1 1.867336 0.703523
1 0.682400 5.444535
1 2.393591 4.272266
1 1.938962 6.013642
1 2.724330 6.252484
1 3.001674 5.502974
1 2.421358 6.282947
1 3.129282 2.282001
1 1.293645 1.035420
1 0.836027 4.157891
1 1.900220 0.092462
1 0.243216 2.062100
1 1.220035 5.955744
1 2.680961 0.758459
1 0.709673 5.118173
1 2.251275 4.331290
1 1.959180 5.297580
1 2.327147 3.684842
1 1.744592 4.071843
1 1.871412 5.294733
1 2.325902 6.101493
1 2.799830 6.202392
1 2.914312 5.556654
1 2.447662 3.694926
1 1.747852 3.906147
1 1.816630 3.887690
1 1.810577 1.556093
1 1.041785 2.630872
1 1.407504 2.291562
1 1.296808 4.633853
1 2.065762 1.091600
1 0.859874 5.897523
1 2.640879 2.426278
1 1.341090 0.582663
1 0.618873 3.617824
1 1.722972 2.389691
1 1.329113 1.413100
1 0.988197 5.811856
1 2.586727 1.458358
1 1.005353 6.203166
1 2.915408 5.999896
1 2.713662 1.415582
1 0.989143 3.554539
1 1.702623 0.613532
1 0.635615 0.929846
1 0.789753 1.640233
1 1.072537 3.068576
1 1.547552 1.174926
1 0.894371 5.220457
1 2.293911 1.829476
1 1.139928 4.371682
1 1.973112 5.580273
1 2.459501 4.823992
1 2.135925 4.887641
1 2.160103 0.220346
1 0.376760 2.564383
1 1.386015 3.224257
1 1.597112 3.891859
1 1.811944 2.509987
1 1.368370 0.048097
1 0.175208 4.116272
1 1.886252 4.312959
1 1.952883 5.080733
1 2.236036 3.393526
1 1.651075 2.519130
1 1.371341 2.917871
1 1.499523 0.391822
1 0.504784 0.577022
1 0.615771 3.051262
1 1.542039 5.477645
1 2.409218 1.549914
1 1.039505 5.600024
1 2.469536 3.764087
1 1.770262 3.894826
1 1.812917 2.114558
1 1.237759 1.673046
1 1.084389 1.627327
1 1.067854 6.068414
1 2.769686 3.178298
1 1.582480 4.304962
1 1.950141 2.615051
1 1.402398 0.275312
1 0.421771 2.742995
1 1.443576 1.785033
1 1.124302 5.130203
1 2.256211 5.460269
1 2.400983 4.816968
1 2.133280 6.218658
1 2.938564 2.484897
1 1.360211 5.609317
1 2.474302 2.874607
1 1.485710 2.108828
1 1.235828 5.910695
1 2.649683 3.895224
1 1.813047 2.525353
1 1.373361 0.695926
1 0.678556 3.422398
1 1.660299 3.973025
1 1.838640 3.214284
1 1.593937 5.920729
1 2.656489 2.881906
1 1.488041 5.410642
1 2.377862 0.115601
1 0.272121 1.407073
1 0.985898 5.050422
1 2.223831 2.899748
1 1.493739 3.683922
1 1.744294 1.177594
1 0.895460 6.078839
1 2.778927 2.456528
1 1.350967 0.061036
1 0.197442 1.675253
1 1.085184 1.024201
1 0.831204 4.104245
1 1.882228 3.236893
1 1.601136 2.637528
1 1.409651 1.056542
1 0.845052 1.011871
1 0.825879 4.221505
1 1.921700 1.105964
1 0.865893 2.283019
1 1.293982 5.577654
1 2.458180 4.793119
1 2.124331 1.231458
1 0.917239 0.298400
1 0.439378 1.219299
1 0.912355 3.298565
1 1.620783 2.445902
1 1.347500 3.683079
1 1.744022 5.852592
1 2.611852 1.256920
1 0.927408 0.985492
1 0.814395 0.686044
1 0.673529 0.693920
1 0.677538 1.115564
1 0.869898 0.267582
1 0.415720 4.778552
1 2.118889 1.450116
1 1.002243 5.911842
1 2.650457 4.317854
1 1.954563 5.671359
1 2.506893 2.607540
1 1.399972 5.984698
1 2.702149 3.590273
1 1.714106 4.285884
1 1.943612 2.425513
1 1.340840 0.284731
1 0.429036 3.975544
1 1.839472 1.570911
1 1.047240 0.359021
1 0.482754 2.210691
1 1.269964 2.602279
1 1.398273 5.531966
1 2.435464 3.459879
1 1.672284 5.586054
1 2.462425 1.449404
1 1.001974 0.230373
1 0.385342 1.432408
1 0.995539 3.591981
1 1.714655 1.579621
1 1.050438 2.236560
1 1.278574 3.843953
1 1.796270 1.611942
1 1.062256 5.100508
1 2.244062 2.744573
1 1.444082 3.168083
1 1.579229 2.259083
1 1.286053 5.401354
1 2.373597 1.090005
1 0.859204 4.234572
1 1.926133 0.816921
1 0.737777 1.235377
1 0.918809 3.345219
1 1.635658 1.162344
1 0.889225 1.097545
1 0.862369 5.297756
1 2.327225 0.372192
1 0.491708 3.661590
1 1.737082 2.821062
1 1.468591 0.680167
1 0.670524 2.453074
1 1.349841 4.843686
1 2.143365 2.885503
1 1.489190 3.025348
1 1.533786 3.493632
1 1.683090 1.106581
1 0.866150 0.076738
1 0.221480 1.689657
1 1.090361 4.348772
1 1.965199 3.806267
1 1.783980 2.821588
1 1.468759 3.238562
1 1.601668 5.558904
1 2.448782 3.819091
1 1.788158 4.730999
1 2.101249 0.193433
1 0.352744 2.624679
1 1.405506 5.014693
1 2.209589 5.581393
1 2.460067 4.792102
1 2.123950 2.983374
1 1.520413 1.755012
1 1.113680 3.221814
1 1.596334 0.531960
1 0.590483 5.970282
1 2.691484 0.061627
1 0.198399 5.326404
1 2.339838 4.335668
1 1.960685 3.465876
1 1.674203 5.856676
1 2.614430 0.770394
1 0.715484 4.655175
1 2.073491 1.310052
1 0.948383 1.757436
1 1.114540 6.248751
1 2.993398 5.601947
1 2.470520 4.677265
1 2.081533 1.867152
1 1.153088 2.997990
1 1.525070 2.352454
1 1.316886 3.898669
1 1.814177 3.879496
1 1.807893 2.074378
1 1.224193 4.958407
1 2.187452 2.061298
1 1.219763 5.042589
1 2.220695 3.194232
1 1.587553 1.923181
1 1.172517 2.197757
1 1.265651 5.146466
1 2.262917 2.325667
1 1.308067 6.069781
1 2.770885 1.017586
1 0.828350 6.016152
1 2.726306 4.456523
1 2.002650 5.208105
1 2.288679 1.569665
1 1.046782 4.554478
1 2.037265 5.341309
1 2.346462 3.506696
1 1.687275 0.757250
1 0.709082 3.645175
1 1.731786 3.402277
1 1.653870 5.084424
1 2.237530 2.587669
1 1.393550 5.031447
1 2.216248 4.422811
1 1.990867 4.111473
1 1.884646 5.341601
1 2.346592 2.145979
1 1.248323 1.986672
1 1.194345 1.156797
1 0.886949 2.117402
1 1.238716 5.499110
1 2.419495 4.173984
1 1.905639 0.382973
1 0.498928 2.637683
1 1.409701 3.664218
1 1.737930 3.005950
1 1.527606 4.187768
1 1.910288 5.867650
1 2.621415 2.998251
1 1.525154 0.467488
1 0.552540 3.090082
1 1.554399 4.480309
1 2.011003 2.868883
1 1.483881 0.148512
1 0.308707 1.612581
1 1.062489 3.267708
1 1.610951 5.325120
1 2.339270 1.607981
1 1.060812 1.364015
1 0.969368 3.948343
1 1.830502 3.077979
1 1.550546 2.120935
1 1.239906 2.048893
1 1.215555 3.893064
1 1.812339 3.922402
1 1.821968 0.634331
1 0.646684 4.921574
1 2.173153 5.052226
1 2.224554 1.801148
1 1.129981 5.787753
1 2.572330 4.766966
1 2.114574 1.508350
1 1.024089 4.473717
1 2.008685 5.165187
1 2.270682 2.818866
1 1.467888 1.461305
1 1.006464 5.465236
1 2.403330 0.331987
1 0.463876 0.239389
1 0.392907 2.179907
1 1.259688 0.446460
1 0.539652 1.522518
1 1.029360 3.836296
1 1.793770 4.869781
1 2.153280 1.644495
1 1.074080 5.573829
1 2.456254 3.330555
1 1.630981 6.019153
1 2.728680 4.614749
1 2.058864 0.449066
1 0.541264 1.344694
1 0.961890 5.944473
1 2.672955 6.117559
1 2.815433 6.061052
1 2.763289 5.096419
1 2.242398 3.125373
1 1.565633 0.715801
1 0.688573 4.453444
1 2.001571 3.723445
1 1.757081 5.698518
1 2.521620 0.394031
1 0.506236 0.001335
1 0.029154 3.588339
1 1.713484 3.197448
1 1.588577 5.705570
1 2.525495 5.826683
1 2.595752 5.626756
1 2.483323 0.666576
1 0.663531 0.219768
1 0.376259 5.406835
1 2.376112 5.254726
1 2.308555 6.007867
1 2.719817 3.433383
1 1.663810 0.099446
1 0.252281 0.054934
1 0.187281 5.924319
1 2.658945 0.395314
1 0.507077 2.707532
1 1.432187 2.661620
1 1.417416 3.852123
1 1.798939 0.695540
1 0.678360 3.213218
1 1.593597 0.582899
1 0.619003 1.304990
1 0.946399 4.658013
1 2.074522 5.017851
1 2.210842 2.115153
1 1.237959 5.396336
1 2.371300 4.724758
1 2.098948 2.118855
1 1.239206 4.791161
1 2.123598 6.016337
1 2.726452 1.269612
1 0.932448 0.664297
1 0.662352 5.899484
1 2.642180 3.961072
1 1.834697 3.387889
1 1.649276 2.031197
1 1.209540 1.789325
1 1.125816 1.866390
1 1.152823 2.762608
1 1.449867 4.696078
1 2.088410 3.896514
1 1.813470 5.357339
1 2.353634 2.745314
1 1.444320 3.061800
1 1.545395 0.389513
1 0.503261 5.744192
1 2.547101 1.490102
1 1.017275 5.657410
1 2.499442 0.649963
1 0.654897 3.749151
1 1.765414 4.201515
1 1.914933 4.428299
1 1.992781 2.099324
1 1.232623 3.248840
1 1.604941 2.366704
1 1.321570 4.630612
1 2.064590 3.161774
1 1.577220 3.045131
1 1.540087 2.977646
1 1.518587 6.016659
1 2.726706 0.403099
1 0.512157 1.609536
1 1.061379 2.364881
1 1.320971 5.402005
1 2.373895 5.754988
1 2.553264 0.726132
1 0.693732 2.157302
1 1.252120 3.790883
1 1.778972 1.868484
1 1.153552 0.246789
1 0.399014 0.885861
1 0.769841 3.800466
1 1.782091 5.854265
1 2.612906 4.237502
1 1.927128 6.082226
1 2.781978 2.826885
1 1.470454 4.298403
1 1.947894 5.472732
1 2.406882 0.654750
1 0.657395 2.531138
1 1.375238 3.667812
1 1.739090 0.581808
1 0.618404 1.817611
1 1.135767 6.018262
1 2.727974 2.211656
1 1.270286 6.256126
1 3.010250 3.894687
1 1.812871 6.070706
1 2.771699 3.990218
1 1.844320 3.166350
1 1.578677 4.550756
1 2.035939 5.621145
1 2.480409 0.619148
1 0.638620 1.073606
1 0.852291 5.074838
1 2.233653 4.850897
1 2.146099 4.692755
1 2.087194 4.594179
1 2.051465 0.298261
1 0.439274 5.180709
1 2.277159 6.084108
1 2.783684 3.040999
1 1.538771 2.640204
1 1.410514 2.050547
1 1.216116 0.264287
1 0.413115 5.939441
1 2.669421 3.214354
1 1.593959 0.820830
1 0.739625 4.099563
1 1.880663 6.232909
1 2.962449 3.245410
1 1.603848 1.269056
1 0.932227 3.887409
1 1.810485 3.117146
1 1.563015 0.678562
1 0.669701 0.608424
1 0.632871 3.032468
1 1.536054 3.779080
1 1.775134 4.560809
1 2.039523 4.937002
1 2.179125 0.450519
1 0.542161 0.631680
1 0.645282 4.341176
1 1.962582 1.805817
1 1.131624 2.573647
1 1.389014 1.833738
1 1.141421 0.607174
1 0.632198 0.886074
1 0.769938 1.100383
1 0.863558 2.718535
1 1.435723 5.379796
1 2.363769 3.203664
1 1.590555 3.359411
1 1.640186 0.912468
1 0.781934 4.881864
1 2.157892 3.655566
1 1.735138 2.107722
1 1.235455 6.167657
1 2.869558 6.103951
1 2.802173 3.538894
1 1.697601 1.556852
1 1.042064 2.820079
1 1.468276 3.001672
1 1.526244 1.410237
1 0.987105 1.671664
1 1.083891 3.539955
1 1.697941 0.536160
1 0.592880 1.155554
1 0.886438 0.063850
1 0.201956 4.977707
1 2.195003 5.993854
1 2.709050 0.395049
1 0.506903 4.539734
1 2.032018 2.590268
1 1.394391 4.730933
1 2.101224 5.357406
1 2.353664 3.880950
1 1.808370 1.388458
1 0.978774 0.071023
1 0.213040 6.159803
1 2.860404 6.055344
1 2.758401 3.417135
1 1.658617 3.467135
1 1.674606 1.875325
1 1.155932 2.135581
1 1.244831 3.157455
1 1.575846 5.850244
1 2.610374 5.772773
1 2.563545 4.337759
1 1.961405 0.912980
1 0.782165 0.918676
1 0.784734 2.393344
1 1.330310 6.269256
1 3.047389 4.646374
1 2.070296 4.179535
1 1.907510 5.722718
1 2.535005 5.010693
1 2.208004 1.186109
1 0.898927 4.665421
1 2.077216 3.870296
1 1.804882 4.533410
1 2.029771 3.119773
1 1.563851 0.845500
1 0.751202 4.045071
1 1.862502 1.445989
1 1.000683 5.657701
1 2.499597 5.535452
1 2.437176 5.503743
1 2.421729 0.360981
1 0.484096 3.740960
1 1.762758 4.769909
1 2.115669 0.705165
1 0.683228 1.629189
1 1.068530 5.947699
1 2.675234 3.777023
1 1.774465 1.406550
1 0.985698 2.546611
1 1.380257 6.120740
1 2.818607 2.961211
1 1.513348 6.253947
1 3.005055 4.962611
1 2.189093 3.606320
1 1.719269 3.815419
1 1.786962 5.845672
1 2.607508 4.324388
1 1.956807 2.385318
1 1.327679 3.323433
1 1.628710 5.706708
1 2.526121 6.097561
1 2.796116 2.956956
1 1.511991 3.847240
1 1.797344 0.304563
1 0.443967 4.272020
1 1.938878 1.877524
